0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
"06, 00, 118","06, 01, 118","06, 02, 118","06, 03, 118","06, 04, 118","06, 05, 118","06, 06, 118","06, 07, 118","06, 08, 118","06, 09, 118","06, 10, 118","06, 11, 118","06, 12, 118","06, 13, 118","06, 14, 118","06, 15, 118","06, 16, 118","06, 17, 118","06, 18, 118","06, 19, 118"
"06, 00, 119","06, 01, 119","06, 02, 119","06, 03, 119","06, 04, 119","06, 05, 119","06, 06, 119","06, 07, 119","06, 08, 119","06, 09, 119","06, 10, 119","06, 11, 119","06, 12, 119","06, 13, 119","06, 14, 119","06, 15, 119","06, 16, 119","06, 17, 119","06, 18, 119","06, 19, 119"
"06, 00, 120","06, 01, 120","06, 02, 120","06, 03, 120","06, 04, 120","06, 05, 120","06, 06, 120","06, 07, 120","06, 08, 120","06, 09, 120","06, 10, 120","06, 11, 120","06, 12, 120","06, 13, 120","06, 14, 120","06, 15, 120","06, 16, 120","06, 17, 120","06, 18, 120","06, 19, 120"
"06, 00, 121","06, 01, 121","06, 02, 121","06, 03, 121","06, 04, 121","06, 05, 121","06, 06, 121","06, 07, 121","06, 08, 121","06, 09, 121","06, 10, 121","06, 11, 121","06, 12, 121","06, 13, 121","06, 14, 121","06, 15, 121","06, 16, 121","06, 17, 121","06, 18, 121","06, 19, 121"
"06, 00, 122","06, 01, 122","06, 02, 122","06, 03, 122","06, 04, 122","06, 05, 122","06, 06, 122","06, 07, 122","06, 08, 122","06, 09, 122","06, 10, 122","06, 11, 122","06, 12, 122","06, 13, 122","06, 14, 122","06, 15, 122","06, 16, 122","06, 17, 122","06, 18, 122","06, 19, 122"
"06, 00, 123","06, 01, 123","06, 02, 123","06, 03, 123","06, 04, 123","06, 05, 123","06, 06, 123","06, 07, 123","06, 08, 123","06, 09, 123","06, 10, 123","06, 11, 123","06, 12, 123","06, 13, 123","06, 14, 123","06, 15, 123","06, 16, 123","06, 17, 123","06, 18, 123","06, 19, 123"
"06, 00, 124","06, 01, 124","06, 02, 124","06, 03, 124","06, 04, 124","06, 05, 124","06, 06, 124","06, 07, 124","06, 08, 124","06, 09, 124","06, 10, 124","06, 11, 124","06, 12, 124","06, 13, 124","06, 14, 124","06, 15, 124","06, 16, 124","06, 17, 124","06, 18, 124","06, 19, 124"
"06, 00, 125","06, 01, 125","06, 02, 125","06, 03, 125","06, 04, 125","06, 05, 125","06, 06, 125","06, 07, 125","06, 08, 125","06, 09, 125","06, 10, 125","06, 11, 125","06, 12, 125","06, 13, 125","06, 14, 125","06, 15, 125","06, 16, 125","06, 17, 125","06, 18, 125","06, 19, 125"
"06, 00, 126","06, 01, 126","06, 02, 126","06, 03, 126","06, 04, 126","06, 05, 126","06, 06, 126","06, 07, 126","06, 08, 126","06, 09, 126","06, 10, 126","06, 11, 126","06, 12, 126","06, 13, 126","06, 14, 126","06, 15, 126","06, 16, 126","06, 17, 126","06, 18, 126","06, 19, 126"
"06, 00, 127","06, 01, 127","06, 02, 127","06, 03, 127","06, 04, 127","06, 05, 127","06, 06, 127","06, 07, 127","06, 08, 127","06, 09, 127","06, 10, 127","06, 11, 127","06, 12, 127","06, 13, 127","06, 14, 127","06, 15, 127","06, 16, 127","06, 17, 127","06, 18, 127","06, 19, 127"
"06, 00, 128","06, 01, 128","06, 02, 128","06, 03, 128","06, 04, 128","06, 05, 128","06, 06, 128","06, 07, 128","06, 08, 128","06, 09, 128","06, 10, 128","06, 11, 128","06, 12, 128","06, 13, 128","06, 14, 128","06, 15, 128","06, 16, 128","06, 17, 128","06, 18, 128","06, 19, 128"
"06, 00, 129","06, 01, 129","06, 02, 129","06, 03, 129","06, 04, 129","06, 05, 129","06, 06, 129","06, 07, 129","06, 08, 129","06, 09, 129","06, 10, 129","06, 11, 129","06, 12, 129","06, 13, 129","06, 14, 129","06, 15, 129","06, 16, 129","06, 17, 129","06, 18, 129","06, 19, 129"
"06, 00, 130","06, 01, 130","06, 02, 130","06, 03, 130","06, 04, 130","06, 05, 130","06, 06, 130","06, 07, 130","06, 08, 130","06, 09, 130","06, 10, 130","06, 11, 130","06, 12, 130","06, 13, 130","06, 14, 130","06, 15, 130","06, 16, 130","06, 17, 130","06, 18, 130","06, 19, 130"
"06, 00, 131","06, 01, 131","06, 02, 131","06, 03, 131","06, 04, 131","06, 05, 131","06, 06, 131","06, 07, 131","06, 08, 131","06, 09, 131","06, 10, 131","06, 11, 131","06, 12, 131","06, 13, 131","06, 14, 131","06, 15, 131","06, 16, 131","06, 17, 131","06, 18, 131","06, 19, 131"
"06, 00, 132","06, 01, 132","06, 02, 132","06, 03, 132","06, 04, 132","06, 05, 132","06, 06, 132","06, 07, 132","06, 08, 132","06, 09, 132","06, 10, 132","06, 11, 132","06, 12, 132","06, 13, 132","06, 14, 132","06, 15, 132","06, 16, 132","06, 17, 132","06, 18, 132","06, 19, 132"
"06, 00, 133","06, 01, 133","06, 02, 133","06, 03, 133","06, 04, 133","06, 05, 133","06, 06, 133","06, 07, 133","06, 08, 133","06, 09, 133","06, 10, 133","06, 11, 133","06, 12, 133","06, 13, 133","06, 14, 133","06, 15, 133","06, 16, 133","06, 17, 133","06, 18, 133","06, 19, 133"
"06, 00, 134","06, 01, 134","06, 02, 134","06, 03, 134","06, 04, 134","06, 05, 134","06, 06, 134","06, 07, 134","06, 08, 134","06, 09, 134","06, 10, 134","06, 11, 134","06, 12, 134","06, 13, 134","06, 14, 134","06, 15, 134","06, 16, 134","06, 17, 134","06, 18, 134","06, 19, 134"
"06, 00, 135","06, 01, 135","06, 02, 135","06, 03, 135","06, 04, 135","06, 05, 135","06, 06, 135","06, 07, 135","06, 08, 135","06, 09, 135","06, 10, 135","06, 11, 135","06, 12, 135","06, 13, 135","06, 14, 135","06, 15, 135","06, 16, 135","06, 17, 135","06, 18, 135","06, 19, 135"
"06, 00, 136","06, 01, 136","06, 02, 136","06, 03, 136","06, 04, 136","06, 05, 136","06, 06, 136","06, 07, 136","06, 08, 136","06, 09, 136","06, 10, 136","06, 11, 136","06, 12, 136","06, 13, 136","06, 14, 136","06, 15, 136","06, 16, 136","06, 17, 136","06, 18, 136","06, 19, 136"
"06, 00, 137","06, 01, 137","06, 02, 137","06, 03, 137","06, 04, 137","06, 05, 137","06, 06, 137","06, 07, 137","06, 08, 137","06, 09, 137","06, 10, 137","06, 11, 137","06, 12, 137","06, 13, 137","06, 14, 137","06, 15, 137","06, 16, 137","06, 17, 137","06, 18, 137","06, 19, 137"
"06, 00, 138","06, 01, 138","06, 02, 138","06, 03, 138","06, 04, 138","06, 05, 138","06, 06, 138","06, 07, 138","06, 08, 138","06, 09, 138","06, 10, 138","06, 11, 138","06, 12, 138","06, 13, 138","06, 14, 138","06, 15, 138","06, 16, 138","06, 17, 138","06, 18, 138","06, 19, 138"
"06, 00, 139","06, 01, 139","06, 02, 139","06, 03, 139","06, 04, 139","06, 05, 139","06, 06, 139","06, 07, 139","06, 08, 139","06, 09, 139","06, 10, 139","06, 11, 139","06, 12, 139","06, 13, 139","06, 14, 139","06, 15, 139","06, 16, 139","06, 17, 139","06, 18, 139","06, 19, 139"
"06, 00, 140","06, 01, 140","06, 02, 140","06, 03, 140","06, 04, 140","06, 05, 140","06, 06, 140","06, 07, 140","06, 08, 140","06, 09, 140","06, 10, 140","06, 11, 140","06, 12, 140","06, 13, 140","06, 14, 140","06, 15, 140","06, 16, 140","06, 17, 140","06, 18, 140","06, 19, 140"
"06, 00, 141","06, 01, 141","06, 02, 141","06, 03, 141","06, 04, 141","06, 05, 141","06, 06, 141","06, 07, 141","06, 08, 141","06, 09, 141","06, 10, 141","06, 11, 141","06, 12, 141","06, 13, 141","06, 14, 141","06, 15, 141","06, 16, 141","06, 17, 141","06, 18, 141","06, 19, 141"
"06, 00, 142","06, 01, 142","06, 02, 142","06, 03, 142","06, 04, 142","06, 05, 142","06, 06, 142","06, 07, 142","06, 08, 142","06, 09, 142","06, 10, 142","06, 11, 142","06, 12, 142","06, 13, 142","06, 14, 142","06, 15, 142","06, 16, 142","06, 17, 142","06, 18, 142","06, 19, 142"
"06, 00, 143","06, 01, 143","06, 02, 143","06, 03, 143","06, 04, 143","06, 05, 143","06, 06, 143","06, 07, 143","06, 08, 143","06, 09, 143","06, 10, 143","06, 11, 143","06, 12, 143","06, 13, 143","06, 14, 143","06, 15, 143","06, 16, 143","06, 17, 143","06, 18, 143","06, 19, 143"
"06, 00, 144","06, 01, 144","06, 02, 144","06, 03, 144","06, 04, 144","06, 05, 144","06, 06, 144","06, 07, 144","06, 08, 144","06, 09, 144","06, 10, 144","06, 11, 144","06, 12, 144","06, 13, 144","06, 14, 144","06, 15, 144","06, 16, 144","06, 17, 144","06, 18, 144","06, 19, 144"
"06, 00, 145","06, 01, 145","06, 02, 145","06, 03, 145","06, 04, 145","06, 05, 145","06, 06, 145","06, 07, 145","06, 08, 145","06, 09, 145","06, 10, 145","06, 11, 145","06, 12, 145","06, 13, 145","06, 14, 145","06, 15, 145","06, 16, 145","06, 17, 145","06, 18, 145","06, 19, 145"
"06, 00, 146","06, 01, 146","06, 02, 146","06, 03, 146","06, 04, 146","06, 05, 146","06, 06, 146","06, 07, 146","06, 08, 146","06, 09, 146","06, 10, 146","06, 11, 146","06, 12, 146","06, 13, 146","06, 14, 146","06, 15, 146","06, 16, 146","06, 17, 146","06, 18, 146","06, 19, 146"
"06, 00, 147","06, 01, 147","06, 02, 147","06, 03, 147","06, 04, 147","06, 05, 147","06, 06, 147","06, 07, 147","06, 08, 147","06, 09, 147","06, 10, 147","06, 11, 147","06, 12, 147","06, 13, 147","06, 14, 147","06, 15, 147","06, 16, 147","06, 17, 147","06, 18, 147","06, 19, 147"
"06, 00, 148","06, 01, 148","06, 02, 148","06, 03, 148","06, 04, 148","06, 05, 148","06, 06, 148","06, 07, 148","06, 08, 148","06, 09, 148","06, 10, 148","06, 11, 148","06, 12, 148","06, 13, 148","06, 14, 148","06, 15, 148","06, 16, 148","06, 17, 148","06, 18, 148","06, 19, 148"
"06, 00, 149","06, 01, 149","06, 02, 149","06, 03, 149","06, 04, 149","06, 05, 149","06, 06, 149","06, 07, 149","06, 08, 149","06, 09, 149","06, 10, 149","06, 11, 149","06, 12, 149","06, 13, 149","06, 14, 149","06, 15, 149","06, 16, 149","06, 17, 149","06, 18, 149","06, 19, 149"
"06, 00, 150","06, 01, 150","06, 02, 150","06, 03, 150","06, 04, 150","06, 05, 150","06, 06, 150","06, 07, 150","06, 08, 150","06, 09, 150","06, 10, 150","06, 11, 150","06, 12, 150","06, 13, 150","06, 14, 150","06, 15, 150","06, 16, 150","06, 17, 150","06, 18, 150","06, 19, 150"
"06, 00, 151","06, 01, 151","06, 02, 151","06, 03, 151","06, 04, 151","06, 05, 151","06, 06, 151","06, 07, 151","06, 08, 151","06, 09, 151","06, 10, 151","06, 11, 151","06, 12, 151","06, 13, 151","06, 14, 151","06, 15, 151","06, 16, 151","06, 17, 151","06, 18, 151","06, 19, 151"
"06, 00, 152","06, 01, 152","06, 02, 152","06, 03, 152","06, 04, 152","06, 05, 152","06, 06, 152","06, 07, 152","06, 08, 152","06, 09, 152","06, 10, 152","06, 11, 152","06, 12, 152","06, 13, 152","06, 14, 152","06, 15, 152","06, 16, 152","06, 17, 152","06, 18, 152","06, 19, 152"
"06, 00, 153","06, 01, 153","06, 02, 153","06, 03, 153","06, 04, 153","06, 05, 153","06, 06, 153","06, 07, 153","06, 08, 153","06, 09, 153","06, 10, 153","06, 11, 153","06, 12, 153","06, 13, 153","06, 14, 153","06, 15, 153","06, 16, 153","06, 17, 153","06, 18, 153","06, 19, 153"
"06, 00, 154","06, 01, 154","06, 02, 154","06, 03, 154","06, 04, 154","06, 05, 154","06, 06, 154","06, 07, 154","06, 08, 154","06, 09, 154","06, 10, 154","06, 11, 154","06, 12, 154","06, 13, 154","06, 14, 154","06, 15, 154","06, 16, 154","06, 17, 154","06, 18, 154","06, 19, 154"
"06, 00, 155","06, 01, 155","06, 02, 155","06, 03, 155","06, 04, 155","06, 05, 155","06, 06, 155","06, 07, 155","06, 08, 155","06, 09, 155","06, 10, 155","06, 11, 155","06, 12, 155","06, 13, 155","06, 14, 155","06, 15, 155","06, 16, 155","06, 17, 155","06, 18, 155","06, 19, 155"
"06, 00, 156","06, 01, 156","06, 02, 156","06, 03, 156","06, 04, 156","06, 05, 156","06, 06, 156","06, 07, 156","06, 08, 156","06, 09, 156","06, 10, 156","06, 11, 156","06, 12, 156","06, 13, 156","06, 14, 156","06, 15, 156","06, 16, 156","06, 17, 156","06, 18, 156","06, 19, 156"
"07, 00, 000","07, 01, 000","07, 02, 000","07, 03, 000","07, 04, 000","07, 05, 000","07, 06, 000","07, 07, 000","07, 08, 000","07, 09, 000","07, 10, 000","07, 11, 000","07, 12, 000","07, 13, 000","07, 14, 000","07, 15, 000","07, 16, 000","07, 17, 000","07, 18, 000","07, 19, 000"
"07, 00, 001","07, 01, 001","07, 02, 001","07, 03, 001","07, 04, 001","07, 05, 001","07, 06, 001","07, 07, 001","07, 08, 001","07, 09, 001","07, 10, 001","07, 11, 001","07, 12, 001","07, 13, 001","07, 14, 001","07, 15, 001","07, 16, 001","07, 17, 001","07, 18, 001","07, 19, 001"
"07, 00, 002","07, 01, 002","07, 02, 002","07, 03, 002","07, 04, 002","07, 05, 002","07, 06, 002","07, 07, 002","07, 08, 002","07, 09, 002","07, 10, 002","07, 11, 002","07, 12, 002","07, 13, 002","07, 14, 002","07, 15, 002","07, 16, 002","07, 17, 002","07, 18, 002","07, 19, 002"
"07, 00, 003","07, 01, 003","07, 02, 003","07, 03, 003","07, 04, 003","07, 05, 003","07, 06, 003","07, 07, 003","07, 08, 003","07, 09, 003","07, 10, 003","07, 11, 003","07, 12, 003","07, 13, 003","07, 14, 003","07, 15, 003","07, 16, 003","07, 17, 003","07, 18, 003","07, 19, 003"
"07, 00, 004","07, 01, 004","07, 02, 004","07, 03, 004","07, 04, 004","07, 05, 004","07, 06, 004","07, 07, 004","07, 08, 004","07, 09, 004","07, 10, 004","07, 11, 004","07, 12, 004","07, 13, 004","07, 14, 004","07, 15, 004","07, 16, 004","07, 17, 004","07, 18, 004","07, 19, 004"
"07, 00, 005","07, 01, 005","07, 02, 005","07, 03, 005","07, 04, 005","07, 05, 005","07, 06, 005","07, 07, 005","07, 08, 005","07, 09, 005","07, 10, 005","07, 11, 005","07, 12, 005","07, 13, 005","07, 14, 005","07, 15, 005","07, 16, 005","07, 17, 005","07, 18, 005","07, 19, 005"
"07, 00, 006","07, 01, 006","07, 02, 006","07, 03, 006","07, 04, 006","07, 05, 006","07, 06, 006","07, 07, 006","07, 08, 006","07, 09, 006","07, 10, 006","07, 11, 006","07, 12, 006","07, 13, 006","07, 14, 006","07, 15, 006","07, 16, 006","07, 17, 006","07, 18, 006","07, 19, 006"
"07, 00, 007","07, 01, 007","07, 02, 007","07, 03, 007","07, 04, 007","07, 05, 007","07, 06, 007","07, 07, 007","07, 08, 007","07, 09, 007","07, 10, 007","07, 11, 007","07, 12, 007","07, 13, 007","07, 14, 007","07, 15, 007","07, 16, 007","07, 17, 007","07, 18, 007","07, 19, 007"
"07, 00, 008","07, 01, 008","07, 02, 008","07, 03, 008","07, 04, 008","07, 05, 008","07, 06, 008","07, 07, 008","07, 08, 008","07, 09, 008","07, 10, 008","07, 11, 008","07, 12, 008","07, 13, 008","07, 14, 008","07, 15, 008","07, 16, 008","07, 17, 008","07, 18, 008","07, 19, 008"
"07, 00, 009","07, 01, 009","07, 02, 009","07, 03, 009","07, 04, 009","07, 05, 009","07, 06, 009","07, 07, 009","07, 08, 009","07, 09, 009","07, 10, 009","07, 11, 009","07, 12, 009","07, 13, 009","07, 14, 009","07, 15, 009","07, 16, 009","07, 17, 009","07, 18, 009","07, 19, 009"
"07, 00, 010","07, 01, 010","07, 02, 010","07, 03, 010","07, 04, 010","07, 05, 010","07, 06, 010","07, 07, 010","07, 08, 010","07, 09, 010","07, 10, 010","07, 11, 010","07, 12, 010","07, 13, 010","07, 14, 010","07, 15, 010","07, 16, 010","07, 17, 010","07, 18, 010","07, 19, 010"
"07, 00, 011","07, 01, 011","07, 02, 011","07, 03, 011","07, 04, 011","07, 05, 011","07, 06, 011","07, 07, 011","07, 08, 011","07, 09, 011","07, 10, 011","07, 11, 011","07, 12, 011","07, 13, 011","07, 14, 011","07, 15, 011","07, 16, 011","07, 17, 011","07, 18, 011","07, 19, 011"
"07, 00, 012","07, 01, 012","07, 02, 012","07, 03, 012","07, 04, 012","07, 05, 012","07, 06, 012","07, 07, 012","07, 08, 012","07, 09, 012","07, 10, 012","07, 11, 012","07, 12, 012","07, 13, 012","07, 14, 012","07, 15, 012","07, 16, 012","07, 17, 012","07, 18, 012","07, 19, 012"
"07, 00, 013","07, 01, 013","07, 02, 013","07, 03, 013","07, 04, 013","07, 05, 013","07, 06, 013","07, 07, 013","07, 08, 013","07, 09, 013","07, 10, 013","07, 11, 013","07, 12, 013","07, 13, 013","07, 14, 013","07, 15, 013","07, 16, 013","07, 17, 013","07, 18, 013","07, 19, 013"
"07, 00, 014","07, 01, 014","07, 02, 014","07, 03, 014","07, 04, 014","07, 05, 014","07, 06, 014","07, 07, 014","07, 08, 014","07, 09, 014","07, 10, 014","07, 11, 014","07, 12, 014","07, 13, 014","07, 14, 014","07, 15, 014","07, 16, 014","07, 17, 014","07, 18, 014","07, 19, 014"
"07, 00, 015","07, 01, 015","07, 02, 015","07, 03, 015","07, 04, 015","07, 05, 015","07, 06, 015","07, 07, 015","07, 08, 015","07, 09, 015","07, 10, 015","07, 11, 015","07, 12, 015","07, 13, 015","07, 14, 015","07, 15, 015","07, 16, 015","07, 17, 015","07, 18, 015","07, 19, 015"
"07, 00, 016","07, 01, 016","07, 02, 016","07, 03, 016","07, 04, 016","07, 05, 016","07, 06, 016","07, 07, 016","07, 08, 016","07, 09, 016","07, 10, 016","07, 11, 016","07, 12, 016","07, 13, 016","07, 14, 016","07, 15, 016","07, 16, 016","07, 17, 016","07, 18, 016","07, 19, 016"
"07, 00, 017","07, 01, 017","07, 02, 017","07, 03, 017","07, 04, 017","07, 05, 017","07, 06, 017","07, 07, 017","07, 08, 017","07, 09, 017","07, 10, 017","07, 11, 017","07, 12, 017","07, 13, 017","07, 14, 017","07, 15, 017","07, 16, 017","07, 17, 017","07, 18, 017","07, 19, 017"
"07, 00, 018","07, 01, 018","07, 02, 018","07, 03, 018","07, 04, 018","07, 05, 018","07, 06, 018","07, 07, 018","07, 08, 018","07, 09, 018","07, 10, 018","07, 11, 018","07, 12, 018","07, 13, 018","07, 14, 018","07, 15, 018","07, 16, 018","07, 17, 018","07, 18, 018","07, 19, 018"
"07, 00, 019","07, 01, 019","07, 02, 019","07, 03, 019","07, 04, 019","07, 05, 019","07, 06, 019","07, 07, 019","07, 08, 019","07, 09, 019","07, 10, 019","07, 11, 019","07, 12, 019","07, 13, 019","07, 14, 019","07, 15, 019","07, 16, 019","07, 17, 019","07, 18, 019","07, 19, 019"
"07, 00, 020","07, 01, 020","07, 02, 020","07, 03, 020","07, 04, 020","07, 05, 020","07, 06, 020","07, 07, 020","07, 08, 020","07, 09, 020","07, 10, 020","07, 11, 020","07, 12, 020","07, 13, 020","07, 14, 020","07, 15, 020","07, 16, 020","07, 17, 020","07, 18, 020","07, 19, 020"
"07, 00, 021","07, 01, 021","07, 02, 021","07, 03, 021","07, 04, 021","07, 05, 021","07, 06, 021","07, 07, 021","07, 08, 021","07, 09, 021","07, 10, 021","07, 11, 021","07, 12, 021","07, 13, 021","07, 14, 021","07, 15, 021","07, 16, 021","07, 17, 021","07, 18, 021","07, 19, 021"
"07, 00, 022","07, 01, 022","07, 02, 022","07, 03, 022","07, 04, 022","07, 05, 022","07, 06, 022","07, 07, 022","07, 08, 022","07, 09, 022","07, 10, 022","07, 11, 022","07, 12, 022","07, 13, 022","07, 14, 022","07, 15, 022","07, 16, 022","07, 17, 022","07, 18, 022","07, 19, 022"
"07, 00, 023","07, 01, 023","07, 02, 023","07, 03, 023","07, 04, 023","07, 05, 023","07, 06, 023","07, 07, 023","07, 08, 023","07, 09, 023","07, 10, 023","07, 11, 023","07, 12, 023","07, 13, 023","07, 14, 023","07, 15, 023","07, 16, 023","07, 17, 023","07, 18, 023","07, 19, 023"
"07, 00, 024","07, 01, 024","07, 02, 024","07, 03, 024","07, 04, 024","07, 05, 024","07, 06, 024","07, 07, 024","07, 08, 024","07, 09, 024","07, 10, 024","07, 11, 024","07, 12, 024","07, 13, 024","07, 14, 024","07, 15, 024","07, 16, 024","07, 17, 024","07, 18, 024","07, 19, 024"
"07, 00, 025","07, 01, 025","07, 02, 025","07, 03, 025","07, 04, 025","07, 05, 025","07, 06, 025","07, 07, 025","07, 08, 025","07, 09, 025","07, 10, 025","07, 11, 025","07, 12, 025","07, 13, 025","07, 14, 025","07, 15, 025","07, 16, 025","07, 17, 025","07, 18, 025","07, 19, 025"
"07, 00, 026","07, 01, 026","07, 02, 026","07, 03, 026","07, 04, 026","07, 05, 026","07, 06, 026","07, 07, 026","07, 08, 026","07, 09, 026","07, 10, 026","07, 11, 026","07, 12, 026","07, 13, 026","07, 14, 026","07, 15, 026","07, 16, 026","07, 17, 026","07, 18, 026","07, 19, 026"
"07, 00, 027","07, 01, 027","07, 02, 027","07, 03, 027","07, 04, 027","07, 05, 027","07, 06, 027","07, 07, 027","07, 08, 027","07, 09, 027","07, 10, 027","07, 11, 027","07, 12, 027","07, 13, 027","07, 14, 027","07, 15, 027","07, 16, 027","07, 17, 027","07, 18, 027","07, 19, 027"
"07, 00, 028","07, 01, 028","07, 02, 028","07, 03, 028","07, 04, 028","07, 05, 028","07, 06, 028","07, 07, 028","07, 08, 028","07, 09, 028","07, 10, 028","07, 11, 028","07, 12, 028","07, 13, 028","07, 14, 028","07, 15, 028","07, 16, 028","07, 17, 028","07, 18, 028","07, 19, 028"
"07, 00, 029","07, 01, 029","07, 02, 029","07, 03, 029","07, 04, 029","07, 05, 029","07, 06, 029","07, 07, 029","07, 08, 029","07, 09, 029","07, 10, 029","07, 11, 029","07, 12, 029","07, 13, 029","07, 14, 029","07, 15, 029","07, 16, 029","07, 17, 029","07, 18, 029","07, 19, 029"
"07, 00, 030","07, 01, 030","07, 02, 030","07, 03, 030","07, 04, 030","07, 05, 030","07, 06, 030","07, 07, 030","07, 08, 030","07, 09, 030","07, 10, 030","07, 11, 030","07, 12, 030","07, 13, 030","07, 14, 030","07, 15, 030","07, 16, 030","07, 17, 030","07, 18, 030","07, 19, 030"
"07, 00, 031","07, 01, 031","07, 02, 031","07, 03, 031","07, 04, 031","07, 05, 031","07, 06, 031","07, 07, 031","07, 08, 031","07, 09, 031","07, 10, 031","07, 11, 031","07, 12, 031","07, 13, 031","07, 14, 031","07, 15, 031","07, 16, 031","07, 17, 031","07, 18, 031","07, 19, 031"
"07, 00, 032","07, 01, 032","07, 02, 032","07, 03, 032","07, 04, 032","07, 05, 032","07, 06, 032","07, 07, 032","07, 08, 032","07, 09, 032","07, 10, 032","07, 11, 032","07, 12, 032","07, 13, 032","07, 14, 032","07, 15, 032","07, 16, 032","07, 17, 032","07, 18, 032","07, 19, 032"
"07, 00, 033","07, 01, 033","07, 02, 033","07, 03, 033","07, 04, 033","07, 05, 033","07, 06, 033","07, 07, 033","07, 08, 033","07, 09, 033","07, 10, 033","07, 11, 033","07, 12, 033","07, 13, 033","07, 14, 033","07, 15, 033","07, 16, 033","07, 17, 033","07, 18, 033","07, 19, 033"
"07, 00, 034","07, 01, 034","07, 02, 034","07, 03, 034","07, 04, 034","07, 05, 034","07, 06, 034","07, 07, 034","07, 08, 034","07, 09, 034","07, 10, 034","07, 11, 034","07, 12, 034","07, 13, 034","07, 14, 034","07, 15, 034","07, 16, 034","07, 17, 034","07, 18, 034","07, 19, 034"
"07, 00, 035","07, 01, 035","07, 02, 035","07, 03, 035","07, 04, 035","07, 05, 035","07, 06, 035","07, 07, 035","07, 08, 035","07, 09, 035","07, 10, 035","07, 11, 035","07, 12, 035","07, 13, 035","07, 14, 035","07, 15, 035","07, 16, 035","07, 17, 035","07, 18, 035","07, 19, 035"
